	title	avg_rating	count_rating	score	genres
5123	Great White Hype, The (1996)	3.2857142857142856	7	3.2009549893139178	Comedy
5128	Tommy (1975)	3.2857142857142856	7	3.2009549893139178	Musical
5129	Somewhere in Time (1980)	3.2857142857142856	7	3.2009549893139178	Drama Romance
5125	Dog Soldiers (2002)	3.2857142857142856	7	3.2009549893139178	Action Horror
5124	Pacific Rim (2013)	3.2857142857142856	7	3.2009549893139178	Action Adventure Sci-Fi IMAX
5135	Farinelli: il castrato (1994)	3.2857142857142856	7	3.2009549893139178	Drama Musical
5132	Guardian, The (2006)	3.2857142857142856	7	3.2009549893139178	Action Adventure Drama
5133	Road to Wellville, The (1994)	3.2857142857142856	7	3.2009549893139178	Comedy
5134	I Am Number Four (2011)	3.2857142857142856	7	3.2009549893139178	Action Sci-Fi Thriller IMAX
5121	In Her Shoes (2005)	3.2857142857142856	7	3.2009549893139178	Comedy Drama
5120	Ninja Assassin (2009)	3.2857142857142856	7	3.2009549893139178	Action Crime Drama Thriller
5131	Bad Lieutenant (1992)	3.2857142857142856	7	3.2009549893139178	Crime Drama
5243	Prophecy, The (1995)	3.25	12	3.2008259367039287	Fantasy Horror Mystery
5474	Just Cause (1995)	3.235294117647059	17	3.200727610905842	Mystery Thriller
5473	Captain America: The Winter Soldier (2014)	3.235294117647059	17	3.200727610905842	Action Adventure Sci-Fi IMAX
5471	Bandits (2001)	3.235294117647059	17	3.200727610905842	Comedy Crime Romance
5492	Matilda (1996)	3.2222222222222223	27	3.2005876857316418	Children Comedy Fantasy
5485	City of Angels (1998)	3.225	20	3.1984568812898972	Drama Fantasy Romance
5486	Behind Enemy Lines (2001)	3.225	20	3.1984568812898972	Action Drama War
5475	Milk Money (1994)	3.2333333333333334	15	3.198263991451134	Comedy Romance
5273	Unknown (2011)	3.25	10	3.1980159902298673	Drama Mystery Thriller
5418	Jack Reacher (2012)	3.25	10	3.1980159902298673	Action Crime Thriller
5326	Half Baked (1998)	3.25	10	3.1980159902298673	Comedy
5073	War Room, The (1993)	3.3	5	3.1976853219348453	Documentary
5087	Diabolique (Les diaboliques) (1955)	3.3	5	3.1976853219348453	Horror Mystery Thriller
5088	Carnage (2011)	3.3	5	3.1976853219348453	Comedy Drama
5089	Proof (2005)	3.3	5	3.1976853219348453	Drama
5091	Horton Hears a Who! (2008)	3.3	5	3.1976853219348453	Adventure Animation Children Comedy
5092	Elizabeth: The Golden Age (2007)	3.3	5	3.1976853219348453	Drama
5093	Where the Heart Is (2000)	3.3	5	3.1976853219348453	Comedy Drama
5097	Mr. & Mrs. Smith (1941)	3.3	5	3.1976853219348453	Comedy Romance
5084	Something Wild (1986)	3.3	5	3.1976853219348453	Comedy Crime Drama
5098	Dead Pool, The (1988)	3.3	5	3.1976853219348453	Action Crime Thriller
5100	Jacket, The (2005)	3.3	5	3.1976853219348453	Drama Mystery Sci-Fi Thriller
5101	Waitress (2007)	3.3	5	3.1976853219348453	Comedy Drama Romance
5102	Mouse That Roared, The (1959)	3.3	5	3.1976853219348453	Comedy War
5103	Very Harold & Kumar 3D Christmas, A (2011)	3.3	5	3.1976853219348453	Comedy
5105	Hitman: Agent 47 (2015)	3.3	5	3.1976853219348453	Action Crime Thriller
5107	Perfect Getaway, A (2009)	3.3	5	3.1976853219348453	Horror Thriller
5085	Switch, The (2010)	3.3	5	3.1976853219348453	Comedy Romance
5090	Godzilla (2014)	3.3	5	3.1976853219348453	Action Adventure Sci-Fi IMAX
5074	Never Say Never Again (1983)	3.3	5	3.1976853219348453	Action Adventure Thriller
5079	Defiant Ones, The (1958)	3.3	5	3.1976853219348453	Adventure Crime Drama Thriller
5076	Peter's Friends (1992)	3.3	5	3.1976853219348453	Comedy Drama
5081	Buffalo Soldiers (2001)	3.3	5	3.1976853219348453	Comedy Crime Drama War
5082	Ice Harvest, The (2005)	3.3	5	3.1976853219348453	Action Comedy Crime Thriller
5080	Buddy Holly Story, The (1978)	3.3	5	3.1976853219348453	Drama
5083	FairyTale: A True Story (1997)	3.3	5	3.1976853219348453	Children Drama Fantasy
5078	Hart's War (2002)	3.3	5	3.1976853219348453	Drama War
5075	Brother (2000)	3.3	5	3.1976853219348453	Action Crime Thriller
5515	Billy Madison (1995)	3.210526315789474	38	3.1973104707626248	Comedy
5478	Saturday Night Fever (1977)	3.230769230769231	13	3.1955410436327734	Comedy Drama Romance
5477	Higher Learning (1995)	3.230769230769231	13	3.1955410436327734	Drama
5566	Twister (1996)	3.198581560283688	141	3.1953648172171407	Action Adventure Romance Thriller
5354	Backbeat (1993)	3.25	8	3.1948654441831925	Drama Musical
5244	Public Enemies (2009)	3.25	8	3.1948654441831925	Crime Drama Thriller
5457	Accused, The (1988)	3.25	8	3.1948654441831925	Drama
5404	Cronos (1993)	3.25	8	3.1948654441831925	Drama Horror
5198	RocknRolla (2008)	3.25	8	3.1948654441831925	Action Crime
5423	Bride & Prejudice (2004)	3.25	8	3.1948654441831925	Comedy Musical Romance
5296	Spies Like Us (1985)	3.25	8	3.1948654441831925	Comedy
5248	Rainmaker, The (1997)	3.25	8	3.1948654441831925	Drama
5340	Fantastic Voyage (1966)	3.25	8	3.1948654441831925	Adventure Sci-Fi
5224	Road to El Dorado, The (2000)	3.25	8	3.1948654441831925	Animation Children
5519	Cruel Intentions (1999)	3.2051282051282053	39	3.1942274946569587	Drama
5498	Things to Do in Denver When You're Dead (1995)	3.2142857142857144	21	3.1941426012618557	Crime Drama Romance
5501	Perfect Murder, A (1998)	3.2142857142857144	21	3.1941426012618557	Thriller
5500	Starsky & Hutch (2004)	3.2142857142857144	21	3.1941426012618557	Action Comedy Crime Thriller
4957	Way, Way Back, The (2013)	3.3333333333333335	3	3.1939485592159063	Comedy Drama
4888	Creep (2004)	3.3333333333333335	3	3.1939485592159063	Horror Thriller
4992	Dresser, The (1983)	3.3333333333333335	3	3.1939485592159063	Drama
4988	Knock Off (1998)	3.3333333333333335	3	3.1939485592159063	Action
4894	Blitz (2011)	3.3333333333333335	3	3.1939485592159063	Action Crime Thriller
4914	Innocents, The (1961)	3.3333333333333335	3	3.1939485592159063	Drama Horror Thriller
4893	Cousin Bette (1998)	3.3333333333333335	3	3.1939485592159063	Comedy
4943	Heavyweights (Heavy Weights) (1995)	3.3333333333333335	3	3.1939485592159063	Children Comedy
4887	Razor's Edge, The (1984)	3.3333333333333335	3	3.1939485592159063	Drama
4942	Cage aux Folles II, La (1980)	3.3333333333333335	3	3.1939485592159063	Comedy
4995	Mark of Zorro, The (1940)	3.3333333333333335	3	3.1939485592159063	Adventure
4895	Prince of the City (1981)	3.3333333333333335	3	3.1939485592159063	Drama
4956	High Art (1998)	3.3333333333333335	3	3.1939485592159063	Drama Romance
4941	Marat/Sade (1966)	3.3333333333333335	3	3.1939485592159063	Drama Musical
4940	Widows' Peak (1994)	3.3333333333333335	3	3.1939485592159063	Drama
4953	Halloween 4: The Return of Michael Myers (1988)	3.3333333333333335	3	3.1939485592159063	Horror
4945	White Balloon, The (Badkonake sefid) (1995)	3.3333333333333335	3	3.1939485592159063	Children Drama
4984	Mole People, The (1956)	3.3333333333333335	3	3.1939485592159063	Horror Sci-Fi
4983	Two Jakes, The (1990)	3.3333333333333335	3	3.1939485592159063	Drama
4964	Pontypool (2008)	3.3333333333333335	3	3.1939485592159063	Horror Thriller
4965	Lady Sings the Blues (1972)	3.3333333333333335	3	3.1939485592159063	Drama Musical
4966	Sunshine (1999)	3.3333333333333335	3	3.1939485592159063	Drama
4891	House (Hausu) (1977)	3.3333333333333335	3	3.1939485592159063	Comedy Fantasy Horror
4968	Man from Snowy River, The (1982)	3.3333333333333335	3	3.1939485592159063	Drama Romance Western
4969	Mortal Thoughts (1991)	3.3333333333333335	3	3.1939485592159063	Mystery Thriller
4970	Last Kiss, The (2006)	3.3333333333333335	3	3.1939485592159063	Comedy Drama
4948	Appleseed (Appurushîdo) (2004)	3.3333333333333335	3	3.1939485592159063	Action Animation Fantasy Sci-Fi
4890	Robot & Frank (2012)	3.3333333333333335	3	3.1939485592159063	Comedy Drama Sci-Fi
4973	Six-String Samurai (1998)	3.3333333333333335	3	3.1939485592159063	Action Adventure Sci-Fi
4974	Final Countdown, The (1980)	3.3333333333333335	3	3.1939485592159063	Action Sci-Fi
4961	Tape (2001)	3.3333333333333335	3	3.1939485592159063	Drama
4892	My Best Friend's Girl (2008)	3.3333333333333335	3	3.1939485592159063	Comedy Romance
4938	One Day (2011)	3.3333333333333335	3	3.1939485592159063	Drama Romance
4889	Takers (2010)	3.3333333333333335	3	3.1939485592159063	Action Crime Thriller
4952	Broken Embraces (Los abrazos rotos) (2009)	3.3333333333333335	3	3.1939485592159063	Drama Romance Thriller
4977	Long Day's Journey Into Night (1962)	3.3333333333333335	3	3.1939485592159063	Drama
4978	Still Crazy (1998)	3.3333333333333335	3	3.1939485592159063	Comedy Romance
4979	Osama (2003)	3.3333333333333335	3	3.1939485592159063	Drama
4963	Man Called Horse, A (1970)	3.3333333333333335	3	3.1939485592159063	Adventure Drama Western
4981	Gilda (1946)	3.3333333333333335	3	3.1939485592159063	Drama Film-Noir Mystery Romance
4982	Taxi 3 (2003)	3.3333333333333335	3	3.1939485592159063	Action Comedy
4944	Theremin: An Electronic Odyssey (1993)	3.3333333333333335	3	3.1939485592159063	Documentary
4939	Never Cry Wolf (1983)	3.3333333333333335	3	3.1939485592159063	Adventure Drama
5012	Charley Varrick (1973)	3.3333333333333335	3	3.1939485592159063	Crime Drama Thriller
4900	Ripley's Game (2002)	3.3333333333333335	3	3.1939485592159063	Drama Thriller
4908	Music of the Heart (1999)	3.3333333333333335	3	3.1939485592159063	Drama
4999	Pajama Game, The (1957)	3.3333333333333335	3	3.1939485592159063	Comedy Musical Romance
4933	Unfinished Life, An (2005)	3.3333333333333335	3	3.1939485592159063	Drama
4932	I Am Love (Io sono l'amore) (2009)	3.3333333333333335	3	3.1939485592159063	Drama Romance
4901	City by the Sea (2002)	3.3333333333333335	3	3.1939485592159063	Crime Drama
4931	Shattered (1991)	3.3333333333333335	3	3.1939485592159063	Mystery Thriller
4930	Two Lovers (2008)	3.3333333333333335	3	3.1939485592159063	Drama Romance
4903	Resurrection (1980)	3.3333333333333335	3	3.1939485592159063	Drama Fantasy
4928	Switchback (1997)	3.3333333333333335	3	3.1939485592159063	Crime Mystery Thriller
4906	Thunderheart (1992)	3.3333333333333335	3	3.1939485592159063	Crime Mystery Thriller
4907	Flesh and Bone (1993)	3.3333333333333335	3	3.1939485592159063	Drama Mystery Romance
4925	Life of Emile Zola, The (1937)	3.3333333333333335	3	3.1939485592159063	Drama
4898	Bang the Drum Slowly (1973)	3.3333333333333335	3	3.1939485592159063	Drama
4909	Mother Night (1996)	3.3333333333333335	3	3.1939485592159063	Drama
4910	Ali G Indahouse (2002)	3.3333333333333335	3	3.1939485592159063	Comedy
4924	House of Mirth, The (2000)	3.3333333333333335	3	3.1939485592159063	Romance
4923	Young Adult (2011)	3.3333333333333335	3	3.1939485592159063	Comedy Drama
4921	Death on the Nile (1978)	3.3333333333333335	3	3.1939485592159063	Crime Mystery
4911	Max Manus (2008)	3.3333333333333335	3	3.1939485592159063	Action Drama War
4919	Conspirator, The (2010)	3.3333333333333335	3	3.1939485592159063	Drama
4918	Control Room (2004)	3.3333333333333335	3	3.1939485592159063	Documentary War
4917	Iceman (1984)	3.3333333333333335	3	3.1939485592159063	Drama Sci-Fi
4916	Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)	3.3333333333333335	3	3.1939485592159063	Drama Romance
4934	Killer Joe (2011)	3.3333333333333335	3	3.1939485592159063	Crime Thriller
4955	Roommates (1995)	3.3333333333333335	3	3.1939485592159063	Comedy Drama
4897	Country (1984)	3.3333333333333335	3	3.1939485592159063	Drama
4954	Grace Is Gone (2007)	3.3333333333333335	3	3.1939485592159063	Drama
4885	Under Suspicion (2000)	3.3333333333333335	3	3.1939485592159063	Crime Thriller
5000	Ink (2009)	3.3333333333333335	3	3.1939485592159063	Action Fantasy Sci-Fi
5001	Pat Garrett and Billy the Kid (1973)	3.3333333333333335	3	3.1939485592159063	Western
4884	Absence of Malice (1981)	3.3333333333333335	3	3.1939485592159063	Drama Romance
5003	Breaking and Entering (2006)	3.3333333333333335	3	3.1939485592159063	Drama
5004	Emperor and the Assassin, The (Jing ke ci qin wang) (1999)	3.3333333333333335	3	3.1939485592159063	Drama
5005	Felicia's Journey (1999)	3.3333333333333335	3	3.1939485592159063	Thriller
5007	Cars 2 (2011)	3.3333333333333335	3	3.1939485592159063	Adventure Animation Children Comedy IMAX
5008	Bishop's Wife, The (1947)	3.3333333333333335	3	3.1939485592159063	Comedy Drama Romance
5011	Sex Drive (2008)	3.3333333333333335	3	3.1939485592159063	Comedy
5009	We Are Marshall (2006)	3.3333333333333335	3	3.1939485592159063	Drama
4882	Miss Pettigrew Lives for a Day (2008)	3.3333333333333335	3	3.1939485592159063	Comedy Romance
4896	Front, The (1976)	3.3333333333333335	3	3.1939485592159063	Comedy Drama
5015	Summer School (1987)	3.3333333333333335	3	3.1939485592159063	Comedy
4883	Karate Kid, The (2010)	3.3333333333333335	3	3.1939485592159063	Action Children Drama
5497	Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988)	3.21875	16	3.19342828434257	Comedy Drama
5496	Blown Away (1994)	3.21875	16	3.19342828434257	Action Thriller
5480	Married to the Mob (1988)	3.227272727272727	11	3.1925155460568155	Comedy
5481	Click (2006)	3.227272727272727	11	3.1925155460568155	Adventure Comedy Drama Fantasy Romance
5482	Legend of Drunken Master, The (Jui kuen II) (1994)	3.227272727272727	11	3.1925155460568155	Action Comedy
5483	Last Boy Scout, The (1991)	3.227272727272727	11	3.1925155460568155	Action Comedy Crime Drama Thriller
5514	Devil Wears Prada, The (2006)	3.210526315789474	19	3.19160362859194	Comedy Drama
5567	Saint, The (1997)	3.19811320754717	53	3.1914174315134023	Action Romance Sci-Fi Thriller
5204	Salvador (1986)	3.25	6	3.191308376065979	Drama Thriller War
5207	Savages, The (2007)	3.25	6	3.191308376065979	Comedy Drama
5259	Unforgettable (1996)	3.25	6	3.191308376065979	Mystery Sci-Fi Thriller
5236	Persona (1966)	3.25	6	3.191308376065979	Drama
5237	Presidio, The (1988)	3.25	6	3.191308376065979	Action Crime Romance Thriller
5439	Duplicity (2009)	3.25	6	3.191308376065979	Crime Romance Thriller
5339	Harry Brown (2009)	3.25	6	3.191308376065979	Crime Drama Thriller
5343	Black Cauldron, The (1985)	3.25	6	3.191308376065979	Adventure Animation Children Fantasy
5353	Gypsy (1962)	3.25	6	3.191308376065979	Musical
5390	Don't Look Now (1973)	3.25	6	3.191308376065979	Drama Horror Thriller
5399	I Love You Phillip Morris (2009)	3.25	6	3.191308376065979	Comedy Drama Romance
5405	Cry, the Beloved Country (1995)	3.25	6	3.191308376065979	Drama
5406	Horror of Dracula (Dracula) (1958)	3.25	6	3.191308376065979	Horror
5409	Dan in Real Life (2007)	3.25	6	3.191308376065979	Comedy Drama Romance
5433	International, The (2009)	3.25	6	3.191308376065979	Drama Thriller
5568	Superman (1978)	3.1956521739130435	69	3.190750634660057	Action Adventure Sci-Fi
5502	1408 (2007)	3.2142857142857144	14	3.190527170719112	Drama Horror Thriller
5506	Red Dawn (1984)	3.2142857142857144	14	3.190527170719112	Action Drama War
5509	Anna and the King (1999)	3.2142857142857144	14	3.190527170719112	Drama Romance
5512	Sweet Home Alabama (2002)	3.2142857142857144	14	3.190527170719112	Comedy Romance
5540	Poseidon Adventure, The (1972)	3.2	30	3.189646539237188	Action Adventure Drama
5544	Wyatt Earp (1994)	3.2	30	3.189646539237188	Western
3730	Lone Wolf and Cub: Baby Cart in Peril (Kozure Ôkami: Oya no kokoro ko no kokoro) (1972)	3.5	1	3.189636909924822	Action
3711	Life, Above All (2010)	3.5	1	3.189636909924822	Drama
3688	It's a Disaster (2012)	3.5	1	3.189636909924822	Comedy Drama
3690	I Was A Communist for the FBI (1951)	3.5	1	3.189636909924822	Drama Film-Noir Thriller
3689	Knight Moves (1992)	3.5	1	3.189636909924822	Mystery Thriller
3715	Growth (2009)	3.5	1	3.189636909924822	Sci-Fi Thriller
4244	Ajami (2009)	3.5	1	3.189636909924822	Crime Drama
3736	Happy Christmas (2014)	3.5	1	3.189636909924822	Comedy Drama
3716	Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975)	3.5	1	3.189636909924822	Action
3717	Lorna's Silence (Le silence de Lorna) (2008)	3.5	1	3.189636909924822	Drama
3720	Happy People: A Year in the Taiga (2010)	3.5	1	3.189636909924822	Documentary
3722	Gummo (1997)	3.5	1	3.189636909924822	Drama
3723	Ice Station Zebra (1968)	3.5	1	3.189636909924822	Action Thriller
3733	Lone Wolf and Cub: Baby Cart to Hades (Kozure Ôkami: Shinikazeni mukau ubaguruma) (1972)	3.5	1	3.189636909924822	Action Drama
3724	Happy Endings (2005)	3.5	1	3.189636909924822	Comedy Drama
3725	Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970)	3.5	1	3.189636909924822	Crime Drama Thriller
3728	Meet Bill (2007)	3.5	1	3.189636909924822	Comedy Drama
3714	I Spit on Your Grave 2 (2013)	3.5	1	3.189636909924822	Crime Horror Thriller
3470	Haunted House, A (2013)	3.5	1	3.189636909924822	Comedy Horror
3693	Hollow Crown, The (2012)	3.5	1	3.189636909924822	Drama
3707	I Spit on Your Grave (Day of the Woman) (1978)	3.5	1	3.189636909924822	Horror Thriller
3468	Knock on Wood (1954)	3.5	1	3.189636909924822	Comedy
3467	Jesse Stone: Death in Paradise (2006)	3.5	1	3.189636909924822	Crime Drama Mystery
3472	I Live in Fear (Ikimono no kiroku) (1955)	3.5	1	3.189636909924822	Drama
3465	How About You... (2007)	3.5	1	3.189636909924822	Comedy Drama
3464	Jesse Stone: No Remorse (2010)	3.5	1	3.189636909924822	Crime Mystery
3463	Larry the Cable Guy: Health Inspector (2006)	3.5	1	3.189636909924822	Comedy
3462	Kummeli Stories (1995)	3.5	1	3.189636909924822	Comedy
3461	Just Before I Go (2014)	3.5	1	3.189636909924822	Comedy Drama
3460	Night and the City (1992)	3.5	1	3.189636909924822	Crime Drama
3697	Harlan County U.S.A. (1976)	3.5	1	3.189636909924822	Documentary
3459	Great Gatsby, The (1974)	3.5	1	3.189636909924822	Drama
3458	Life Itself (2014)	3.5	1	3.189636909924822	Documentary
3698	Jane Eyre (1944)	3.5	1	3.189636909924822	Drama Romance
3699	Hobbit, The (1977)	3.5	1	3.189636909924822	Animation Children Fantasy
3702	Jamaica Inn (1939)	3.5	1	3.189636909924822	Drama
3703	I See a Dark Stranger (1946)	3.5	1	3.189636909924822	Romance Thriller
3474	Only the Lonely (1991)	3.5	1	3.189636909924822	Comedy Romance
3704	Hobson's Choice (1954)	3.5	1	3.189636909924822	Comedy Drama Romance
3469	Great Expectations (2012)	3.5	1	3.189636909924822	Drama
3705	Hoffa (1992)	3.5	1	3.189636909924822	Crime Drama
3706	One Missed Call (Chakushin ari) (2003)	3.5	1	3.189636909924822	Horror Mystery
3686	League of Ordinary Gentlemen, A (2004)	3.5	1	3.189636909924822	Documentary
3499	Linda Linda Linda (2005)	3.5	1	3.189636909924822	Comedy Drama
3683	Objective, Burma! (1945)	3.5	1	3.189636909924822	War
3619	Intended, The (2002)	3.5	1	3.189636909924822	Drama Thriller
3602	Last Exorcism Part II, The (2013)	3.5	1	3.189636909924822	Horror Thriller
3603	HE Who Gets Slapped (1924)	3.5	1	3.189636909924822	Drama Thriller
3604	Intimacy (2000)	3.5	1	3.189636909924822	Drama
3541	Lassie Come Home (1943)	3.5	1	3.189636909924822	Adventure Children Drama
3607	Lady for a Day (1933)	3.5	1	3.189636909924822	Comedy
3608	Internet's Own Boy: The Story of Aaron Swartz, The (2014)	3.5	1	3.189636909924822	Documentary
3611	On a Clear Day (2005)	3.5	1	3.189636909924822	Drama
3612	Heading South (Vers le sud) (2005)	3.5	1	3.189636909924822	Drama
3614	Memory of a Killer, The (Zaak Alzheimer, De) (2003)	3.5	1	3.189636909924822	Action Crime Drama Thriller
3615	King Creole (1958)	3.5	1	3.189636909924822	Crime Drama Musical
3540	Lives of a Bengal Lancer, The (1935)	3.5	1	3.189636909924822	Adventure Drama
3618	Idlewild (2006)	3.5	1	3.189636909924822	Crime Drama Musical
3620	Guys, The (2002)	3.5	1	3.189636909924822	Drama
3594	Heaven Can Wait (1943)	3.5	1	3.189636909924822	Comedy Fantasy Romance
3621	Nightwatching (2007)	3.5	1	3.189636909924822	Drama Mystery
3539	Morgan Stewart's Coming Home (1987)	3.5	1	3.189636909924822	Comedy
3622	On Dangerous Ground (1952)	3.5	1	3.189636909924822	Crime Drama Film-Noir
3623	King Solomon's Mines (1950)	3.5	1	3.189636909924822	Action Adventure Romance
3624	Hop (2011)	3.5	1	3.189636909924822	Animation Children Comedy
3625	Japanese Story (2003)	3.5	1	3.189636909924822	Drama
3628	Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau (2014)	3.5	1	3.189636909924822	Documentary
3537	How I Got Into College (1989)	3.5	1	3.189636909924822	Comedy Romance
3536	Listen Up Philip (2014)	3.5	1	3.189636909924822	Drama
3534	Joshua (2007)	3.5	1	3.189636909924822	Drama Thriller
3533	Grass (1999)	3.5	1	3.189636909924822	Documentary
3630	Last of the Mohicans, The (1936)	3.5	1	3.189636909924822	Adventure Drama War
3599	Half Moon Street (1986)	3.5	1	3.189636909924822	Drama Thriller
3593	King Rat (1965)	3.5	1	3.189636909924822	Drama War
3475	Houseboat (1958)	3.5	1	3.189636909924822	Comedy Romance
3740	Me and Earl and the Dying Girl (2015)	3.5	1	3.189636909924822	Drama
3546	MacArthur (1977)	3.5	1	3.189636909924822	Drama
3547	Liam (2000)	3.5	1	3.189636909924822	Drama
3549	How to Die in Oregon (2011)	3.5	1	3.189636909924822	Documentary Drama
3551	Ossessione (1943)	3.5	1	3.189636909924822	Drama
3556	Mozart and the Whale (2005)	3.5	1	3.189636909924822	Comedy Drama Romance
3557	Night Train To Lisbon (2013)	3.5	1	3.189636909924822	Mystery Romance Thriller
3560	John Adams (2008)	3.5	1	3.189636909924822	Drama
3561	Kautokeino Rebellion, The (Kautokeino-opprøret) (2008)	3.5	1	3.189636909924822	Drama
3562	Man of the House (2005)	3.5	1	3.189636909924822	Action Comedy
3564	Night Train (2009)	3.5	1	3.189636909924822	Action Mystery Thriller
3566	Joe (1970)	3.5	1	3.189636909924822	Drama
3568	Letter to Three Wives, A (1949)	3.5	1	3.189636909924822	Comedy Drama
3570	Julia (1977)	3.5	1	3.189636909924822	Drama
3592	My One and Only (2009)	3.5	1	3.189636909924822	Comedy Drama
3571	I Am the Law (1938)	3.5	1	3.189636909924822	Crime Drama
3574	I Capture the Castle (2003)	3.5	1	3.189636909924822	Drama Romance
3575	Man on a Ledge (2012)	3.5	1	3.189636909924822	Crime Thriller
3576	Julia's Eyes (Ojos de Julia, Los) (2010)	3.5	1	3.189636909924822	Horror Thriller
3543	Macao (1952)	3.5	1	3.189636909924822	Adventure
3580	Other Woman, The (2009)	3.5	1	3.189636909924822	Drama
3581	Nim's Island (2008)	3.5	1	3.189636909924822	Adventure Comedy Fantasy
3582	Lone Wolf and Cub: Sword of Vengeance (Kozure Ôkami: Kowokashi udekashi tsukamatsuru) (1972)	3.5	1	3.189636909924822	Action Crime
3583	Merantau (2009)	3.5	1	3.189636909924822	Action Drama
3585	Love Crazy (1941)	3.5	1	3.189636909924822	Comedy
3588	Omar (2013)	3.5	1	3.189636909924822	Drama Romance
3590	Merry Madagascar (2009)	3.5	1	3.189636909924822	Animation
3532	Hunger (2008)	3.5	1	3.189636909924822	Drama
3633	My Brother Is an Only Child (Mio fratello è figlio unico) (2006)	3.5	1	3.189636909924822	Comedy Crime Drama
3531	High and the Mighty, The (1954)	3.5	1	3.189636909924822	Drama
3673	L!fe Happens (2012)	3.5	1	3.189636909924822	Comedy
3506	Havre, Le (2011)	3.5	1	3.189636909924822	Comedy Drama
3666	Ladies Man, The (1961)	3.5	1	3.189636909924822	Comedy
3668	Lady Chatterley (2006)	3.5	1	3.189636909924822	Drama Romance
3504	Johnny Guitar (1954)	3.5	1	3.189636909924822	Drama Western
3670	Into the Abyss (2011)	3.5	1	3.189636909924822	Documentary
3503	How to Get Ahead in Advertising (1989)	3.5	1	3.189636909924822	Comedy Fantasy
3545	More the Merrier, The (1943)	3.5	1	3.189636909924822	Comedy Romance
3498	Henry's Crime (2010)	3.5	1	3.189636909924822	Comedy Crime
3671	Megaforce (1982)	3.5	1	3.189636909924822	Action Sci-Fi
3495	Haute Cuisine (2012)	3.5	1	3.189636909924822	Drama
3672	Mary of Scotland (1936)	3.5	1	3.189636909924822	Drama
3493	I Love You Again (1940)	3.5	1	3.189636909924822	Comedy Drama
3492	Junior Bonner (1972)	3.5	1	3.189636909924822	Comedy Drama Western
3634	Kings Row (1942)	3.5	1	3.189636909924822	Drama Romance
3491	Maniac (2012)	3.5	1	3.189636909924822	Horror Thriller
3490	Hickey and Boggs (1972)	3.5	1	3.189636909924822	Crime Drama Film-Noir Thriller
3489	Mr. Skeffington (1944)	3.5	1	3.189636909924822	Drama Romance
3487	Numbers Station, The (2013)	3.5	1	3.189636909924822	Action Thriller
3676	I Want to Live! (1958)	3.5	1	3.189636909924822	Crime Drama
3486	Larry Crowne (2011)	3.5	1	3.189636909924822	Comedy Drama Romance
3677	OSS 117 - Lost in Rio (OSS 117: Rio ne répond plus) (2009)	3.5	1	3.189636909924822	Adventure Comedy
3485	Oranges and Sunshine (2010)	3.5	1	3.189636909924822	Drama
3480	Life and Times of Hank Greenberg, The (1998)	3.5	1	3.189636909924822	Documentary
3478	Lupin the Third: The Secret of Mamo (1978)	3.5	1	3.189636909924822	Action Animation Crime
3477	Many Adventures of Winnie the Pooh, The (1977)	3.5	1	3.189636909924822	Animation Children Musical
3681	Mask of Dimitrios, The (1944)	3.5	1	3.189636909924822	Crime Drama Film-Noir Mystery
3664	Old Dark House, The (1932)	3.5	1	3.189636909924822	Drama Horror Thriller
3507	Man Who Came to Dinner, The (1942)	3.5	1	3.189636909924822	Comedy
3508	Mafioso (1962)	3.5	1	3.189636909924822	Comedy Crime Drama
3509	Mother, Jugs & Speed (1976)	3.5	1	3.189636909924822	Comedy
3530	Harry and Tonto (1974)	3.5	1	3.189636909924822	Comedy Drama
3528	Made in Dagenham (2010)	3.5	1	3.189636909924822	Comedy Drama
3636	Last of the Dogmen (1995)	3.5	1	3.189636909924822	Adventure Western
3637	Oh! What a Lovely War (1969)	3.5	1	3.189636909924822	Musical War
3638	Hammer, The (2007)	3.5	1	3.189636909924822	Comedy
3527	Madhouse (1974)	3.5	1	3.189636909924822	Crime Horror Mystery
3640	In the Land of Blood and Honey (2011)	3.5	1	3.189636909924822	Drama Romance War
3641	My Favorite Blonde (1942)	3.5	1	3.189636909924822	Comedy Romance Thriller
3525	K2 (1991)	3.5	1	3.189636909924822	Adventure Drama
3524	Journey of Hope (Reise der Hoffnung) (1990)	3.5	1	3.189636909924822	Drama
3523	Loop the Loop (Up and Down) (Horem pádem) (2004)	3.5	1	3.189636909924822	Comedy
3645	In This Our Life (1942)	3.5	1	3.189636909924822	Drama
3646	Ministry of Fear (1944)	3.5	1	3.189636909924822	Drama Film-Noir Thriller
3647	Middle Men (2009)	3.5	1	3.189636909924822	Comedy Crime Drama
3522	Mackintosh Man, The (1973)	3.5	1	3.189636909924822	Action Drama Thriller
3520	Man from Reno (2014)	3.5	1	3.189636909924822	Crime Mystery Thriller
3518	Juarez (1939)	3.5	1	3.189636909924822	Drama Romance
3654	Lathe of Heaven, The (1980)	3.5	1	3.189636909924822	Sci-Fi
